depth_bin_center,mean_speed,se_speed,mean_v_A,se_v_A
2.5,1.119495016233339,0.06585016505334361,-0.1792204300143442,0.08380049387776255
7.5,1.1495759015944482,0.018605174603356766,-0.017685507485328836,0.025444661085448298
12.5,1.1339874424861367,0.011995998967325942,0.03855723424282185,0.016492394563285523
17.5,1.1303007777999803,0.013182925333485921,0.029769965454849168,0.01704097231412801
22.5,1.1342994635322765,0.015827158981830333,0.01052853482533361,0.0194014353581583
27.5,1.0786324504660196,0.02376307880645837,0.04024297783924339,0.023569044399357884
30.0,1.1082340556239545,0.04171648677565006,0.0247061358241396,0.024777251479774817
