v_gene,phi_S_n,phi_A_n,phi_R_n
IGHV1-2,0.18669522560506271,0.10222555180886596,0.4155300682914977
IGHV1-2,0.017924736128368993,0.19391314685253516,0.4725796270305283
IGHV1-2,0.20411512715249447,0.16278609890879728,0.2545722247703643
IGHV1-2,0.08911884606090772,0.11890852374394999,0.43475790291140015
IGHV1-2,0.4087350888859262,0.04388810642886791,0.45589560874555524
IGHV1-2,0.04430700573998525,0.31271645008661253,0.3361132591958268
IGHV1-2,0.3939660869725978,0.04388810642886791,0.46319140273762915
IGHV1-2,0.0,1.0,0.4648261976538565
IGHV1-2,0.050618474170066395,0.13863931107322508,0.4375916452660056
IGHV1-2,0.14503911949918083,0.16278609890879728,0.3677022105938636
IGHV1-2,0.09176974569501108,0.35651520376903995,0.2866918160387374
IGHV1-2,0.08911884606090772,0.11890852374394999,0.3772888970880999
IGHV1-2,0.36442808314594094,0.04388810642886791,0.4831758410313254
IGHV1-2,0.08331221221176381,0.10222555180886596,0.6087706362776224
IGHV4-34,0.2046199617334317,0.07502568358755965,0.5623445098440937
IGHV4-34,0.07434984414757932,0.11890852374394999,0.6218233496995215
IGHV4-34,0.2811158709341771,0.11890852374394999,0.5361555327318501
IGHV4-34,0.008962368064184496,0.23777493472362723,0.7292454002539465
IGHV4-34,0.25208270168845753,0.053306032556634346,0.6572788259698262
IGHV4-34,0.1481948537142214,0.11890852374394999,0.604364304491559
IGHV4-34,0.008962368064184496,0.23777493472362723,0.7239967435277616
IGHV4-34,0.22784649713000737,0.367889419361687,0.4708477444856713
IGHV4-34,0.12446348373670847,0.13863931107322508,0.5414284142687033
IGHV4-34,0.008962368064184496,0.23777493472362723,0.7176557004852888
IGHV4-34,0.0,0.31271645008661253,0.6703267012154427
IGHV4-34,0.1481948537142214,0.11890852374394999,0.6041339560574356
IGHV4-34,0.017924736128368993,0.19391314685253516,0.7489148731712524
IGHV4-34,0.02688710419255349,0.16278609890879728,0.6705444886402513
IGHV4-34,0.05642510801921032,0.4116253222235257,0.5245915839135927
IGHV4-34,0.03269373804169741,0.19391314685253516,0.590671643487591
IGHV4-34,0.09808121412509223,0.10222555180886596,0.6946883966554271
IGHV4-34,0.0595808422342509,0.11890852374394999,0.7249969553933883
IGHV4-34,0.008962368064184496,0.23777493472362723,0.6024043730065868
IGHV4-34,0.21042659558257562,0.08777357956135062,0.5488496361892761
IGHV4-34,0.1160059502534612,0.07502568358755965,0.6412193760087902
IGHV4-34,0.08331221221176381,0.10222555180886596,0.7385854281707732
IGHV4-34,0.08596311184586716,0.31271645008661253,0.5310363021725418
IGHV4-34,0.18669522560506271,0.10222555180886596,0.5593560186354116
IGHV4-34,0.2315070659259852,0.04388810642886791,0.7213640526114755
IGHV4-34,0.21358232979761618,0.06362205315268774,0.6333443194444928
IGHV4-34,0.047462739955025826,0.35651520376903995,0.5778051357229192
IGHV4-34,0.18088859175591882,0.08777357956135062,0.6357933811461295
IGHV4-34,0.1629638556275498,0.11890852374394999,0.5649668609564712
IGHV4-34,0.02953800382665683,1.0,0.5734285663873221
IGHV4-34,0.05642510801921032,0.16278609890879728,0.6523110880642977
IGHV4-34,0.06223174186835425,0.35651520376903995,0.5159626185894003
IGHV4-34,0.4525372600449742,0.10222555180886596,0.4951878903499263
IGHV4-34,0.008962368064184496,0.23777493472362723,0.5785568724574698
IGHV4-34,0.3997727208217417,0.053306032556634346,0.6183679974300081
IGHV4-34,0.05642510801921032,0.16278609890879728,0.611573165968929
IGHV4-34,0.050618474170066395,0.13863931107322508,0.7332794619097097
IGHV4-34,0.1481948537142214,0.11890852374394999,0.5894947181555966
IGHV4-34,0.35281481544765303,0.02720287761399007,0.7205059689614852
IGHV4-34,0.047462739955025826,0.19391314685253516,0.5587378446028163
IGHV4-34,0.053774208385106985,0.10222555180886596,0.7552335582371591
IGHV4-34,0.06538747608339482,0.13863931107322508,0.6619238114136832
IGHV4-34,0.10073211375919557,0.16278609890879728,0.5092902334072777
IGHV4-34,0.13973732023097413,0.06362205315268774,0.6804422852985298
IGHV4-34,0.09808121412509223,0.10222555180886596,0.6053694166342589
IGHV4-34,0.3496590812326125,0.04388810642886791,0.6366124990808553
IGHV4-34,0.2484221328924797,0.16278609890879728,0.4618746742217651
IGHV4-34,0.050618474170066395,0.13863931107322508,0.6664071377460155
IGHV4-34,0.1360767514349963,0.35651520376903995,0.5018256163260022
