region,mean_omega,median_omega,std_omega,n_positions
CDR1,0.7366368313701115,0.5673453820627602,0.5159549614462198,9
FR1,0.7889447924299513,0.33836797816001507,1.1361654075323064,24
FR3,0.9160883285360243,0.6821663674446439,0.9909420920368998,43
FR2,1.0184635820011219,0.3473659085614059,1.5114568364526968,8
CDR2,1.3011699035805036,0.5600469369588087,2.1398135279416843,11
