lineage,v_gene,donor,lambda_S,lambda_R,r2,n_edges
display_sniff_robot_face_radar_rain_fame_number,IGHV1-8,05,0.0,0.0,0.0,4
divert_blouse_mechanic_sibling_uniform_juice_excess_visual,IGHV4-34,02,0.0,1.812998988604847,0.42763463591560624,4
divide_moon_woman_impose_ice_margin_soup_trust,IGHV3-7,07,0.0,1.246871244367525,0.01194507863686467,5
divorce_prosper_illegal_pepper_history_family_mystery_acoustic,IGHV4-31,02,0.15105257423415314,0.0,0.2929238583468462,4
dolphin_inspire_slight_trigger_smooth_twin_noodle_kingdom,IGHV1-8,02,0.007320635300809591,0.0,-0.018596294238319544,11
domain_jewel_chest_ladder_deliver_decline_safe_people,IGHV4-4,10,0.0,1.2022499063081982,0.46356791296200817,4
door_dentist_visual_air_cash_usage_cause_dilemma,IGHV3-23,05,0.1139507068088428,0.0,0.14117385559134588,4
double_salmon_wide_fitness_often_black_damp_female,IGHV3-7,02,0.0,0.0,-0.00005504167580228092,6
dove_hire_energy_country_typical_float_uncle_holiday,IGHV1-3,03,0.052341627245680124,0.0,0.016439820464269173,7
dove_inform_coral_photo_cricket_bubble_buyer_erase,IGHV3-74,02,0.11632163803744482,0.3687072805762164,0.024142381347841746,17
dream_auto_usual_language_damp_lawn_album_pass,IGHV3-23,04,0.0,0.0,-0.009804932523660659,6
dream_pink_bottom_advice_mirror_flee_develop_border,IGHV3-23,10,0.05832215268957379,0.0,0.020789124499639766,5
dress_lottery_above_whip_attitude_auto_garbage_nut,IGHV5-51,11,0.3456679595417135,4.187809671870346,0.738122653492574,4
dress_shiver_master_broccoli_strategy_amused_limit_cave,IGHV5-51,11,0.23383366223205246,0.0,0.2247280499948503,5
drift_cat_relax_hospital_employ_hollow_rare_motor,IGHV7-4-1,02,0.0,0.0,-0.03129227018307423,11
drift_one_volume_banana_hold_decrease_garbage_shallow,IGHV1-58,02,0.03854898966488967,0.0,-0.006095093326194956,6
drift_thought_stable_battle_two_soup_ripple_celery,IGHV4-59,04,0.007150026914558523,1.1566087562478504,0.9370607121247132,4
drift_tiger_raise_taxi_aim_swift_disease_bachelor,IGHV3-66,06,0.003895895246054698,3.631920555422287,0.705419566873029,4
drill_wasp_treat_fatigue_section_concert_rude_happy,IGHV3-7,02,0.0,0.06982405759290634,-0.2791389013998298,4
drink_find_advice_speak_vanish_solar_impact_please,IGHV3-49,02,0.0,0.0,-0.001883213417282592,10
drink_inside_act_hurdle_teach_save_snake_liberty,IGHV5-51,01,0.0,0.0,-0.22657726785136934,7
drip_december_vapor_jump_alpha_upgrade_jeans_toddler,IGHV7-4-1,10,0.0,0.0,-0.04215368697977517,6
dry_catalog_icon_fiscal_tip_penalty_deposit_crazy,IGHV3-74,11,0.0,0.59913126619622,0.08232287762677881,4
dry_edge_crisp_repair_proof_manage_nature_evoke,IGHV1-18,02,0.17092099194803484,5.849798101750231,0.8853511641784145,5
dry_track_glue_universe_rail_stuff_inspire_south,IGHV2-26,02,0.08582444561832568,0.0,-0.003402141994022889,4
dumb_debris_sense_panic_conduct_glance_over_raw,IGHV1-3,02,0.42761221418680406,0.0,0.574316636584602,4
during_occur_october_orbit_visual_slot_dinosaur_aisle,IGHV3-74,10,0.0,0.0,-0.39793484637058896,7
during_umbrella_blame_pilot_truly_lyrics_obscure_topic,IGHV4-59,02,0.08955761067891732,0.45082944912922257,0.044108526363498046,5
dutch_silent_surge_crane_resemble_typical_brass_first,IGHV3-74,09,0.0,1.0554194772315402,0.180645163702839,7
duty_cricket_song_need_exhibit_rough_attend_damp,IGHV4-34,09,0.0,0.32210606714350054,0.026217931932652427,4
duty_key_member_open_twenty_enforce_method_eternal,IGHV3-53,07,0.07410922005637861,0.0,0.05251277422818079,5
dwarf_impulse_lava_emerge_used_craft_skin_abandon,IGHV4-39,11,0.446240540213974,0.0,0.17273276829905526,7
dynamic_captain_lonely_tenant_earth_cannon_garment_badge,IGHV3-7,07,0.08818096450795665,0.0,-0.28864425522652604,5
eager_over_main_virus_clean_desk_diet_wedding,IGHV3-74,10,0.0,0.0,-0.04875431818562648,9
eagle_pupil_move_disorder_tribe_flee_rely_elite,IGHV1-24,05,0.06974481923993163,0.0,0.04498499972778036,4
early_board_gloom_people_tonight_bird_payment_cupboard,IGHV6-1,11,0.0,0.2718719145086486,-0.027601175281051216,4
early_play_rival_artwork_rocket_moral_aim_huge,IGHV3-23,02,0.0,1.2113047218899569,0.2770257289069735,9
earn_sense_gold_shove_winter_exotic_unique_toddler,IGHV4-39,02,0.08852173721351432,0.0,0.03028776685640766,4
earth_volume_broom_cage_short_quarter_travel_bottom,IGHV5-51,03,0.0018735978828484504,0.0,-0.04706578153258523,9
ecology_old_clean_blade_clutch_donkey_dad_rebel,IGHV1-46,07,0.18450333520755968,0.0,-0.004392246917607423,4
edge_protect_cycle_dune_room_movie_donkey_term,IGHV3-74,06,0.0,0.0,-0.0069030564798797656,4
educate_cricket_must_color_energy_off_bottom_error,IGHV3-74,02,0.0,0.008743777391796723,-0.02691320538865427,9
elder_awkward_bicycle_girl_rebuild_fiber_wonder_acid,IGHV3-13,02,0.0,1.2870152858888975,0.04864733317829606,4
elder_demise_milk_kitchen_fish_donor_behind_hundred,IGHV4-39,07,0.036382875919908256,0.6219600740551395,-0.04027797400123845,4
elder_hedgehog_jeans_mixture_antenna_stem_simple_valve,IGHV3-33,02,0.016477717592448236,0.0,-0.15734564763414838,4
element_cheap_gift_word_hedgehog_enact_execute_news,IGHV3-7,07,0.193319789034268,0.0,0.1466901559462508,8
embody_tube_license_quality_jaguar_uncle_fix_trick,IGHV6-1,09,0.0,1.6847013590319457,0.6912960963559744,4
emerge_raise_alpha_bicycle_first_icon_ghost_follow,IGHV5-51,09,0.0206123800000583,2.2070809602766683,0.6280059645627365,5
emotion_various_blast_salad_sing_uncover_mass_wife,IGHV3-74,06,0.09394689437980276,1.861867520014058,0.8787681919268261,5
empty_kite_cinnamon_swear_burger_pigeon_stay_dog,IGHV5-51,01,0.0,0.0,-0.36094143369600906,4
enemy_churn_smoke_planet_sister_belt_odor_fossil,IGHV6-1,07,0.0,3.823161323695428,0.2185853015386391,4
engage_chicken_kidney_party_taste_payment_spawn_magnet,IGHV3-15,01,0.1869588776208023,0.0,0.09304719285013141,13
engage_panic_faculty_hamster_pause_grunt_file_position,IGHV3-7,05,0.04074987605411677,0.0,0.0676893648156005,4
engine_they_oil_orphan_label_portion_reveal_absorb,IGHV3-48,07,0.0,0.0,-0.03370966820672727,4
enroll_dust_donor_clap_erosion_shell_actual_oval,IGHV1-18,02,0.0,0.0,-0.0056862302783771135,4
envelope_army_body_dwarf_curtain_around_portion_trouble,IGHV4-39,02,0.0,0.029083400164228116,-0.06669339688129061,5
envelope_stone_seat_coast_hollow_mouse_album_march,IGHV4-59,02,0.07682681483899328,0.0,-0.048286022078973145,8
episode_trim_coconut_point_figure_indoor_prize_curtain,IGHV4-59,07,0.0,0.0,-0.0334288358249728,9
erode_assume_winner_since_mix_sword_wise_fox,IGHV2-5,03,0.14383368534518534,2.6703023679036293,0.8607088341914503,4
error_switch_trust_okay_witness_sorry_dumb_twelve,IGHV1-3,01,0.0,31.48918631209167,0.8466923255726876,4
estate_vendor_funny_medal_silver_apart_program_walk,IGHV3-53,02,0.09233494880917895,0.0,-0.007441872959715878,4
evil_display_select_boy_left_north_dad_melody,IGHV3-7,02,0.05939170388985256,4.481460646530863,0.3632894590149083,4
evil_error_brass_flavor_immune_mask_kiwi_unique,IGHV2-26,01,0.0,4.079437332315725,0.11888975392543577,7
evil_injury_dragon_slice_admit_push_club_match,IGHV3-74,07,0.0,0.0,-0.024779802596036182,6
exact_wet_manual_garbage_miss_opinion_genre_uncover,IGHV3-74,02,0.07129715312799506,0.27844985357904123,-0.07113268715501841,4
example_rescue_love_feature_fine_dash_slot_concert,IGHV3-72,09,0.0,4.450913381749155,0.4097795670156771,5
excite_plunge_wheel_basket_cheap_lab_public_know,IGHV2-70D,02,0.0,2.356897756959177,-1.5235777604236573,4
excuse_eye_nuclear_elbow_camera_decade_upgrade_success,IGHV3-23,07,0.0824250914493746,0.6476005112577035,-0.021987432555041098,23
excuse_move_rigid_accuse_half_catalog_light_three,IGHV4-34,02,0.0,0.0,-0.03805806773603404,4
execute_flat_price_maximum_remember_hidden_apple_uniform,IGHV3-48,02,0.0,0.0,-0.17376783945885577,5
exercise_pitch_silly_foam_parade_future_pipe_drill,IGHV3-21,02,0.0,3.5019738231776354,-0.13153538609434445,4
exhaust_fan_glimpse_junk_deliver_gaze_fox_lucky,IGHV1-2,09,0.1753453828265544,0.0,0.056058504806656306,10
exhibit_father_decade_pupil_tone_car_plunge_pool,IGHV3-74,07,0.0,1.8000932968804506,0.40883641356763223,5
expose_jewel_trigger_hundred_rack_crush_hope_weasel,IGHV5-51,01,0.0,1.4431753864107018,0.03345041351068678,15
eyebrow_hold_tomato_vintage_case_peasant_depend_clump,IGHV3-33,04,0.0,0.0,0.0,8
faculty_song_floor_must_modify_nut_foster_local,IGHV4-4,02,0.0,0.8956324806520948,0.3682863767451926,5
fade_fruit_orphan_tornado_eager_normal_receive_unique,IGHV4-39,07,0.0,0.7495468911541969,0.01998076493292189,6
faith_bird_goddess_swim_security_staff_decide_catch,IGHV6-1,04,0.024375093648260276,1.270747944131868,0.10986831178186918,5
fame_route_twelve_record_decade_digital_fox_marriage,IGHV5-51,07,0.1068400248852445,0.0,0.01466876733918776,4
fame_violin_eight_morning_banner_lemon_clinic_wink,IGHV6-1,05,0.18011296950094474,0.0,-0.09635665481423583,18
family_cup_foil_weekend_pill_drip_reward_economy,IGHV5-51,07,0.0,0.0,-0.03348937511170602,5
famous_blade_medal_magic_cream_athlete_verify_friend,IGHV3-72,02,0.22899720159798634,0.0,0.2751335961726781,6
famous_globe_adult_blue_paper_candy_gaze_suggest,IGHV2-5,04,0.0,0.0,-0.002360638162220541,9
famous_pill_game_depart_travel_wrap_slim_pulp,IGHV3-53,02,0.0,1.4091932964183345,-0.137501296667081,8
farm_sun_couch_strike_olympic_author_juice_begin,IGHV3-48,06,0.000771685504885684,0.0,-0.04403242216290981,5
farm_width_crater_begin_man_then_frog_route,IGHV1-2,02,0.0,0.0,-0.011236492021972966,4
fat_lend_target_coil_useful_page_volcano_drama,IGHV3-23,07,0.33883687359835163,0.0,0.1197884660181352,11
father_device_nest_holiday_culture_enact_curve_agree,IGHV3-74,04,0.0,0.0,-0.4620704705378529,6
father_twice_food_meat_indicate_boost_punch_manage,IGHV4-31,02,0.04799188096631926,1.631189548833915,0.10334346551214224,6
feature_super_tent_wrap_patient_crop_dawn_rack,IGHV4-39,07,0.1544766559993132,2.9975386407383295,0.4598705772951782,8
fee_club_napkin_issue_cliff_federal_embody_kite,IGHV1-3,02,0.08259597618507242,1.5619371678687919,0.5628387169740501,4
fee_snake_shine_penalty_swamp_park_start_quarter,IGHV3-72,07,0.14246166910256028,3.3670913352322254,0.537621421976169,4
feel_lake_click_develop_hamster_clock_almost_sun,IGHV7-4-1,02,0.5576626321372583,5.1465411611400524,0.42939224309195556,8
feel_logic_canoe_acquire_mansion_social_snake_final,IGHV2-5,01,0.0,0.0,-1.1744091460841988,5
feel_picture_play_shrimp_fury_mind_uphold_cool,IGHV3-74,05,0.0,0.010284147356581305,-0.00548871059004874,4
fever_merit_embody_speak_idle_comfort_faint_usage,IGHV1-2,02,0.0,0.0,-0.10271402836999832,4
fever_share_win_right_call_wedding_gesture_enroll,IGHV1-8,07,0.12400593188308204,6.165301512366529,0.9910542477930154,4
fiber_inch_throw_senior_flavor_learn_edge_copper,IGHV1-2,02,0.15567768952254135,0.0,0.03738629815902905,4
final_check_voyage_tragic_chef_curious_sleep_helmet,IGHV4-39,06,0.0,0.0,-0.029170771954118546,8
fine_glory_prosper_among_museum_panic_visa_motor,IGHV3-7,08,0.0,1.8987025606318957,0.10029397634022952,11
finish_vessel_pool_make_winner_quit_burst_develop,IGHV3-74,01,0.0,0.0,-0.0258702462595346,5
fire_sustain_biology_off_exhibit_cover_flock_artist,IGHV3-33,05,0.04200846674412178,0.6629836837940059,0.6371886946023151,5
fiscal_vocal_want_stone_grass_private_mushroom_execute,IGHV3-7,02,0.02161017596681738,0.0,-0.004530558101925486,5
fit_arm_midnight_rack_spin_tube_panic_dish,IGHV3-23,06,0.0,0.21881141251805006,-0.16300253235470952,7
fit_cigar_actor_tuna_maple_venture_fluid_infant,IGHV3-7,09,0.10337814585925563,0.09157380874061745,0.01619141191326079,10
fix_later_case_purpose_dismiss_pull_hunt_absorb,IGHV1-3,11,0.0,0.0,-0.006849519663466808,18
flag_sea_alley_educate_dune_kick_elbow_pool,IGHV4-39,11,0.0073536226050821,0.0,-0.009748948605731389,6
flip_range_silk_end_popular_bread_toward_furnace,IGHV3-7,09,0.1850449281616783,0.0,0.1357975625141069,8
fluid_turtle_more_useless_owner_dune_alert_pottery,IGHV3-74,09,0.0,0.0,-0.038572421820898484,14
fluid_zebra_skull_scan_hazard_vibrant_south_dish,IGHV3-23,07,0.0,0.6722844032983164,0.5876496908872442,4
fly_spread_scorpion_gauge_eyebrow_shadow_session_eagle,IGHV3-21,10,0.0,0.0,-0.0006339393649810177,11
focus_scrub_skill_accident_royal_dose_stable_rack,IGHV3-48,02,0.09754557696577518,0.0,-0.17257662191570344,4
foil_prosper_hen_know_lady_strategy_aware_miracle,IGHV3-7,09,0.0,3.1255029707878803,0.4675987659863149,5
fold_curtain_slight_flock_destroy_solar_wait_hip,IGHV3-48,11,0.0,0.0,-0.41033439092212287,4
follow_sibling_side_bargain_spike_tribe_squeeze_ice,IGHV1-3,01,0.012690406450466703,3.9069324507184984,0.3644633580825548,6
follow_tell_raw_bounce_right_issue_cage_math,IGHV3-48,07,0.03790006837216426,0.0,0.3203599921161977,4
forget_nerve_indicate_stadium_chicken_any_deal_vague,IGHV1-2,02,0.19013993787856204,20.904671268589375,0.5439870948992371,9
forget_prevent_leg_silk_measure_keep_tissue_canal,IGHV2-5,01,0.0,4.682588714301119,0.35785071202586705,5
fossil_found_little_gorilla_current_nature_chair_dose,IGHV3-33,02,0.18378223691752402,1.3563491504389162,0.2536479098955148,7
fox_home_garment_arctic_inject_trophy_join_tool,IGHV3-53,07,0.0,0.0,-0.005498789732996556,4
fragile_recipe_mandate_galaxy_business_cereal_reveal_effort,IGHV3-23,01,0.04292704541594232,0.0,0.1457649642461356,5
frame_sponsor_urban_vacuum_cage_light_pole_silk,IGHV1-8,05,0.0,6.705603641630159,-0.17937380839206662,6
frequent_blush_fortune_width_myself_increase_protect_dry,IGHV4-39,01,0.45436712138563745,0.0,0.7104198565093323,4
fresh_prison_then_board_this_witness_mask_mountain,IGHV3-21,09,0.0,0.0,-0.05062439848667477,4
friend_wild_much_spin_buddy_shop_burst_nothing,IGHV3-30,04,0.0,0.0,-0.016898842818935833,9
frog_father_deposit_tomato_brick_talk_mind_script,IGHV4-39,01,0.02306940779678357,0.0,0.005679412439915432,5
frog_there_degree_junior_oven_wool_weird_fiction,IGHV2-70D,02,0.0,0.0,-0.01716269441708218,16
frown_account_certain_ritual_gloom_mushroom_enroll_patrol,IGHV3-30,02,0.04261256278585295,1.9481885295522796,-0.26315299128772396,4
frown_limit_try_pill_resource_misery_rifle_weasel,IGHV4-39,11,0.0,5.844708289435126,0.3544588277336109,4
future_dwarf_bamboo_company_share_nice_hover_obscure,IGHV5-51,05,0.29486793355968194,0.8990317072524313,0.15231169264903666,4
gadget_oppose_fabric_old_uniform_spirit_exist_cotton,IGHV5-51,07,0.029552445662499933,3.5314027077158126,0.9535768673574038,4
game_nerve_employ_salt_eternal_card_include_kick,IGHV3-7,10,0.015554401474030602,1.286614918258946,0.09252455862215359,7
game_pigeon_once_cool_practice_guitar_secret_napkin,IGHV3-74,02,0.33603844813380723,0.0,0.029311544498195286,16
garage_uncover_reflect_pool_clarify_raise_grid_wrist,IGHV3-11,07,0.0223010053222478,1.0032137802588235,0.07151165829786654,6
garden_canvas_uncover_amazing_auction_final_gain_typical,IGHV3-23,07,0.0,2.663993460874997,0.6045202458884615,6
garlic_pull_ranch_uncle_train_unfold_iron_curious,IGHV4-39,07,0.021492626302331275,0.8722427457976287,-0.008947524348706049,7
garment_grain_punch_evolve_love_sustain_deposit_shoulder,IGHV3-21,07,1.48490717116036,6.9015736068296,0.6962926087678658,5
gas_acoustic_elite_brand_soul_pizza_peasant_guard,IGHV1-3,03,0.0,1.6621343142209888,0.3035146017551352,4
gasp_cereal_urban_occur_mind_link_portion_sleep,IGHV3-74,09,0.4921235668901135,7.119748166919788,0.49418715643005906,4
gate_rabbit_make_wheel_scene_nest_innocent_faith,IGHV3-23,05,0.0,0.0,-0.018263370649443278,6
gather_payment_tomato_distance_mention_tornado_dutch_place,IGHV3-23,07,0.18655649243046116,1.1211074644861043,0.2288067166358685,4
gaze_vendor_alter_involve_live_border_mercy_math,IGHV2-5,02,0.0,0.0,-0.00118466040636922,8
general_blood_armed_toy_math_try_receive_better,IGHV4-59,04,0.0,0.1208841803481479,-0.13595716292472582,4
general_buyer_when_tuition_crew_degree_maximum_setup,IGHV1-46,07,0.0,0.0,-0.11514167219208749,8
gesture_transfer_check_mango_canyon_mercy_unusual_divorce,IGHV3-74,09,0.3227424919515183,2.8103099338994473,0.1556958828920072,6
gift_quick_barely_soccer_setup_vessel_waste_cable,IGHV3-74,07,0.11007266262464581,4.803016689290972,0.6698893593373492,6
giraffe_melt_true_acquire_myth_grief_fever_picnic,IGHV3-7,07,0.017659475924198035,3.658161411460282,0.7322821860605924,6
girl_guard_student_thank_code_proof_vault_fork,IGHV3-21,03,0.06654849046302484,5.565804619078126,0.4399764923293997,7
glare_parade_receive_boost_cement_easy_member_hospital,IGHV3-7,07,0.05736285297210012,0.29247259027088296,0.12828696997782152,5
glare_tell_crawl_emotion_such_double_oak_clap,IGHV1-3,01,0.09899381996523555,0.0,0.3481600926952658,4
glide_reject_profit_snake_fortune_coffee_obvious_tide,IGHV3-66,06,0.33764422242336867,0.0,0.5490906669512728,4
gloom_galaxy_change_sell_dish_myth_label_divorce,IGHV3-74,05,0.06206608595563396,0.0,-0.04869085549057872,4
glory_limit_strike_note_easy_monitor_client_area,IGHV1-69,09,0.005085861638889614,0.0,-0.0004361719386720697,9
glove_receive_shift_make_tornado_stay_wheat_spin,IGHV1-18,07,0.047055010042359444,2.5569956811710703,0.04520105547593045,9
glue_huge_black_divert_upgrade_small_recipe_fat,IGHV3-74,05,0.07449901353989723,0.0,-0.008902985301997957,5
glue_maid_damp_change_unfair_wasp_fiscal_riot,IGHV3-9,05,0.10959941833949718,0.0,0.07388391583299836,4
good_sheriff_april_secret_universe_type_toast_valve,IGHV3-74,01,0.0,0.04182793734011348,-0.040666871479040134,4
goose_lobster_wedding_brain_rent_void_beyond_myth,IGHV1-8,03,0.005654112098652685,0.0,-0.06322180099088826,5
gown_cinnamon_exile_still_shoulder_consider_refuse_column,IGHV6-1,02,0.0,0.0,-0.0023286722142508154,8
grain_accident_antenna_tone_glass_barrel_picnic_chronic,IGHV1-3,09,0.0,4.006768749325794,0.10841862554875725,14
grant_robust_vacant_carbon_thought_melody_wheat_decide,IGHV3-7,05,0.0,0.0,-0.014625236207205905,9
grant_submit_meat_apple_injury_rally_upper_session,IGHV3-74,10,0.06178651179693882,0.0,-0.031627449327530144,9
grape_leader_catalog_rescue_voice_people_input_hammer,IGHV3-48,11,0.0,0.9480456524406842,0.01328556618938137,21
grid_asthma_grant_warm_mass_rain_gun_easily,IGHV3-11,02,0.0,2.9236694826911833,0.4542868454558183,7
grief_enhance_solve_armor_label_heavy_visit_rug,IGHV4-NL1,05,0.3303503874991778,0.0,0.09373946990334514,12
grief_space_proud_traffic_home_unknown_miss_master,IGHV4-39,02,0.31015250189895327,0.0,0.7364606899277597,5
grocery_human_dismiss_artefact_umbrella_jewel_catch_blame,IGHV4-59,10,0.0,0.0,-0.0027218109309108396,4
guide_hen_divide_rigid_credit_tired_uncover_bulk,IGHV1-18,08,0.0,0.0,-0.02843021446134797,4
guitar_wage_trend_trim_mail_robust_almost_team,IGHV3-74,11,0.0,0.6870525004485678,0.03383999746349142,10
habit_embody_priority_bounce_label_vanish_gather_claim,IGHV1-69,03,0.0,0.5258758903155865,0.0068423805738562216,6
habit_plug_shiver_trim_street_leader_remind_exhaust,IGHV3-13,02,0.5085189538333316,3.60208161834765,0.15675303072450597,4
hair_afford_bonus_around_swap_chalk_eternal_seven,IGHV3-48,05,0.10175953188096953,0.0,0.050841498057292434,7
harsh_trend_guard_metal_cannon_token_million_tooth,IGHV3-33,04,0.08076817977443426,23.98698004276056,0.5178706601395914,4
hazard_vintage_gorilla_resist_slush_obtain_ozone_repeat,IGHV1-2,05,0.0,0.0,-0.0009499003011093077,13
height_alter_unlock_peace_obvious_where_hand_basic,IGHV3-74,06,0.01306334469749775,0.0,-0.027399105794445155,15
hello_under_pilot_since_soul_pond_luggage_army,IGHV1-8,02,0.1187782664006242,0.0,-0.39451951060003454,4
hen_decline_powder_useful_cancel_broom_two_melody,IGHV4-34,01,0.0,10.103546260301856,0.6467556103333699,5
hero_fortune_nice_will_blush_between_glory_slab,IGHV1-3,01,0.021455647127790738,9.913245807959948,0.9860376296549707,4
hidden_loyal_clap_review_screen_tilt_blossom_moment,IGHV6-1,09,0.017658498864326837,0.0,-0.02249238574990775,4
high_vintage_dash_off_lucky_imitate_layer_raccoon,IGHV1-58,07,0.0,0.0,-0.3426873352788311,4
hip_impact_attract_rapid_square_bulk_pipe_wedding,IGHV3-49,05,0.0,0.0,-0.012089272797301875,5
hip_soon_trophy_isolate_cause_drastic_onion_wrestle,IGHV1-2,02,0.027835899883362807,0.0,-0.24779815457054388,4
hire_accident_level_direct_clog_dirt_hammer_marble,IGHV4-31,01,0.023459770038878495,1.2989614698589946,0.08131483012066842,6
hockey_across_observe_carry_logic_pepper_swamp_pelican,IGHV3-7,03,0.27657880275631525,7.302586240879454,0.07145341242165948,4
hockey_pause_sausage_lady_grid_theory_excess_rib,IGHV1-3,01,0.0,0.0,-0.23417566353349772,4
hole_picture_peace_mean_drift_nose_butter_organ,IGHV3-23,05,0.0,3.3634415628820946,0.7043712694706543,4
holiday_slot_banner_various_giraffe_demand_leave_fade,IGHV4-4,07,0.0,2.304620326204901,0.04887207303966279,11
honey_cause_tide_sleep_current_melody_accident_boss,IGHV5-51,01,0.055035555075836295,1.7726632568150917,0.2783492382102296,7
hood_news_indoor_six_minute_mosquito_usual_zero,IGHV3-23,07,0.0929229650724729,0.0,-0.012090349985300453,11
hospital_bind_vacuum_chief_wheel_rely_tuna_copy,IGHV4-NL1,05,0.014929692289756996,0.0,-0.3506580589453443,5
host_orchard_shadow_notice_carpet_magnet_sugar_evidence,IGHV4-NL1,05,0.0,0.0,-0.04585601544297102,8
hungry_detail_thrive_cushion_across_bounce_leopard_jacket,IGHV3-13,09,0.0,0.0,-0.06442737911070373,4
hungry_helmet_stage_dinosaur_enhance_quick_idle_echo,IGHV3-74,02,0.2243429408644834,0.0,0.10670993120980832,5
hunt_alert_allow_board_guitar_habit_size_trip,IGHV3-13,09,0.29108333149821913,4.465927554467989,0.37407145484032656,4
hurdle_mosquito_broccoli_airport_hen_drift_engine_student,IGHV3-73,02,0.18733152227750774,0.0,-0.310464226199165,6
hurry_palm_moon_deny_gorilla_toilet_foster_noise,IGHV5-51,01,0.0,0.0,-0.008055961573556703,8
hurt_miss_hand_palm_stem_quiz_notable_current,IGHV3-33,07,0.07145653297624402,1.019050715874122,0.6490830481921086,5
icon_kitchen_dutch_poverty_region_hire_loud_course,IGHV6-1,11,0.07487401084109137,0.0,-0.16362964253135437,7
idea_puppy_crouch_rude_enter_noodle_drink_thank,IGHV3-23,05,0.15626676226505543,0.0,0.014264968062411398,7
identify_kick_denial_erode_spell_express_prepare_truth,IGHV3-30,02,0.0,0.34012272170150365,-2.1360784988050527,4
ill_stick_advance_brave_olympic_forward_sadness_bracket,IGHV1-3,01,0.058440655768994224,0.40629308314191886,0.040485677073367254,4
illegal_sand_various_charge_rocket_journey_engage_double,IGHV4-34,02,0.0,9.835193186240597,0.3673376136468183,4
immune_risk_latin_upon_snow_notice_vibrant_indicate,IGHV1-8,03,0.27980181507687835,1.8171020180484632,0.246691305006976,5
impulse_bird_fuel_hospital_illegal_tray_express_chronic,IGHV3-9,05,0.0,0.0,-0.19976486983054853,4
impulse_jungle_relax_alien_swarm_move_borrow_energy,IGHV3-21,04,0.6152504004039132,46.54380223570329,0.012634183848401093,4
increase_flight_sense_crisp_scissors_column_slot_current,IGHV3-74,02,0.0,1.107259820593843,0.06679144334410259,9
infant_ship_rent_suffer_food_tag_vote_bird,IGHV4-34,10,0.0,0.0,-0.00002210424850579429,15
inhale_breeze_march_battle_assist_effort_unlock_kitchen,IGHV4-4,02,0.0,1.4561659300564873,-0.7071378879444867,4
inherit_hold_address_survey_then_gossip_nothing_huge,IGHV1-2,02,0.06375712289761123,0.0,0.02457044581229184,6
inner_because_country_subject_lunar_sorry_behind_utility,IGHV4-39,02,0.1135453114083179,0.0,0.538717279115696,4
input_force_upper_artist_raccoon_start_crew_lucky,IGHV1-46,07,0.0,5.982706726046536,0.6581286428053821,6
input_sing_penalty_fall_ice_evil_grid_toe,IGHV4-39,05,0.13451356582390717,1.4442832311711644,0.08820604329439075,9
insect_pottery_dumb_angle_creek_wrist_talk_fashion,IGHV3-7,02,0.0,0.0,-0.22234912550585584,8
inspire_damage_economy_tenant_dune_jaguar_trim_patrol,IGHV5-51,11,0.0,0.0,-0.10813054592501037,5
inspire_foot_night_trade_light_approve_trap_sentence,IGHV3-74,04,0.0,0.0,-3.2508689074006725e-9,5
into_rude_throw_also_pen_stand_program_table,IGHV3-74,02,0.14175797266251905,0.0,0.2402762356268655,5
invest_ten_pepper_broccoli_proof_foster_shift_eagle,IGHV3-74,09,0.0,3.128727664525001,0.3861751274851365,6
invite_draw_tiger_team_local_song_wear_canvas,IGHV3-33,03,0.0,0.0,-0.26697044609716625,6
island_steak_width_try_shaft_success_front_crucial,IGHV3-33,01,0.0,0.8976325515747908,0.025519292333588073,7
issue_wet_demand_margin_produce_gym_tag_blind,IGHV6-1,08,0.038843266971223804,0.0,0.057258191092939725,4
item_coast_captain_worth_hedgehog_limit_object_panda,IGHV1-69,02,0.0,0.04205823484845408,-0.02682089706647872,4
item_sword_lock_swing_chimney_zoo_give_october,IGHV3-21,02,0.03817054468802956,0.0,0.003796898563132811,5
jaguar_ill_open_claw_hunt_sign_mask_subject,IGHV3-74,02,0.0,0.0,-0.09658003264846937,17
jeans_note_cricket_alone_student_ship_toilet_cycle,IGHV3-53,02,0.12879591557247047,5.5202893871062315,0.5878671092619243,5
jeans_rent_friend_test_mountain_option_toast_model,IGHV3-74,02,0.09147827236649919,0.0,-0.00365459838654858,13
jeans_tray_wrong_axis_matrix_legal_harvest_chest,IGHV5-51,01,0.0,5.645236107656407,0.19492746799514116,4
job_ready_impact_rely_ahead_people_during_reason,IGHV3-21,02,0.0,1.3911794949188312,0.23321503554616962,6
journey_electric_wave_crucial_major_shop_brave_antique,IGHV1-18,07,0.0,2.307429967489026,0.1729730986820095,5
journey_rough_gym_neither_assume_cute_absurd_wife,IGHV3-74,02,0.0,0.0,-0.0013061674711813964,5
juice_alien_cross_broom_version_tilt_erase_oak,IGHV3-9,02,0.044244805857712635,0.0,-0.7284860118312406,4
juice_capital_reflect_exact_mix_prefer_happy_penalty,IGHV1-46,02,0.0,1.3403173082137743,0.06756397407321735,4
just_torch_boring_pact_eager_trust_cave_elevator,IGHV2-70D,02,0.0,0.0,-0.3076995725468057,4
keen_oven_final_traffic_matter_boost_travel_avocado,IGHV2-5,01,0.0,0.6253784744130503,0.07574133067960076,6
